rc_building_id,simstadt_building_id,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct
DEBW_522100064GG,DEBW_522100064GG,9594.911629572747,10550.899999999998,-955.9883704272506,-9.060728188374934
DEBW_52210006GkA,DEBW_52210006GkA,8914.262492628024,10876.8,-1962.5375073719752,-18.043335423764116
DEBW_52210006HCZ,DEBW_52210006HCZ,14596.809842925792,15343.5,-746.6901570742084,-4.866491720104333
DEBW_52210006HXy,DEBW_52210006HXy,5802.563032680619,6787.299999999999,-984.7369673193807,-14.508522789907339
DEBW_52210006Hkl,DEBW_52210006Hkl,8106.428557643449,9529.099999999999,-1422.67144235655,-14.929756664916416
DEBW_52210006Hwg,DEBW_52210006Hwg,13238.566782400103,16803.4,-3564.8332175998985,-21.2149518406983
DEBW_52210006I2P,DEBW_52210006I2P,9022.646169477795,10141.9,-1119.2538305222042,-11.03593834017496
DEBW_52210006I2R,DEBW_52210006I2R,15793.170611589898,16137.100000000002,-343.92938841010437,-2.131296133816512
DEBW_52210006Id7,DEBW_52210006Id7,8215.732020268075,8291.599999999999,-75.8679797319237,-0.9149980671031369
DEBW_52210006IeR,DEBW_52210006IeR,4924.8113464808175,5081.400000000001,-156.58865351918303,-3.0816045483367382
DEBW_52210006InL,DEBW_52210006InL,8311.36214716706,8577.7,-266.3378528329413,-3.1050031224330676
DEBW_52210006Iok,DEBW_52210006Iok,6691.849843221068,7498.1,-806.2501567789323,-10.752726114334727
DEBW_52210006Isp,DEBW_52210006Isp,7186.037987296988,7733.5,-547.4620127030121,-7.0790975975045205
DEBW_52210006IxM,DEBW_52210006IxM,28510.670861139522,36171.6,-7660.929138860476,-21.179403562077642
DEBW_52210006J1X,DEBW_52210006J1X,5172.482359468828,6406.3,-1233.8176405311724,-19.25944211996273
DEBW_52210006J9b,DEBW_52210006J9b,14899.553151898624,16582.0,-1682.4468481013755,-10.146223906050993
DEBW_52210006JsB,DEBW_52210006JsB,10991.050072396287,12961.899999999998,-1970.849927603711,-15.204946247106607
DEBW_52210006KHx,DEBW_52210006KHx,9860.260186925629,12285.7,-2425.439813074372,-19.74197492266922
DEBW_52210006KZK,DEBW_52210006KZK,6699.407796831762,7103.9,-404.4922031682372,-5.693945623787458
DEBW_52210006KbP,DEBW_52210006KbP,7590.287892275694,9351.1,-1760.8121077243068,-18.829999761785317
DEBW_52210006KcE,DEBW_52210006KcE,10793.69516286215,12045.800000000001,-1252.104837137851,-10.394534502796418
DEBW_52210006Krt,DEBW_52210006Krt,4471.433558798056,5402.700000000001,-931.2664412019449,-17.237056308918593
DEBW_52210006NMW,DEBW_52210006NMW,8376.778521975988,10721.8,-2345.0214780240112,-21.87152789665925
DEBW_52210006NNm,DEBW_52210006NNm,7018.73883590092,7653.200000000001,-634.4611640990806,-8.290142216315797
DEBW_5221Us0004K,DEBW_5221Us0004K,9428.134794201927,8281.099999999999,1147.034794201929,13.851237084468599
DEBW_522Ue00002q,DEBW_522Ue00002q,7619.173412781557,8433.0,-813.8265872184429,-9.65049907765259
