hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
8266,1221.0369389030377,1053.9,167.13693890303762
8267,1152.968886471864,1025.3999999999996,127.56888647186429
8268,1054.7132289811768,1012.8999999999999,41.81322898117696
8269,935.9642201592025,979.7,-43.73577984079759
8270,840.2854386176681,968.4000000000003,-128.11456138233223
8271,792.5840490103727,947.0000000000006,-154.41595098962785
8272,793.3495154930148,947.1000000000005,-153.75048450698569
8273,865.6444933550342,978.0999999999999,-112.45550664496568
8274,916.1809164784438,976.1000000000001,-59.91908352155633
8275,949.55765239705,969.0000000000001,-19.44234760295012
8276,956.408475452289,944.4000000000003,12.008475452288735
8277,984.6374684193536,950.7000000000004,33.937468419353195
8278,1024.9876589789778,974.8000000000002,50.18765897897765
8279,1030.3694344158273,964.9,65.46943441582732
8280,1057.1668696498753,980.4000000000001,76.76686964987516
8281,1070.671672193223,984.3000000000002,86.37167219322282
8282,1055.0123871090143,960.7000000000002,94.31238710901414
8283,1042.038142167669,943.8000000000004,98.23814216766868
8284,1038.538190100407,939.0000000000001,99.53819010040695
8285,1039.3629465897418,939.6000000000001,99.76294658974166
8286,1045.2021837872169,944.4000000000003,100.80218378721656
8287,1051.140908278323,949.0000000000005,102.14090827832251
8288,1054.6874979482943,951.1000000000004,103.58749794829396
8289,1077.2556627151898,974.0000000000001,103.25566271518971
8290,1037.8975344857229,961.8000000000001,76.0975344857228
8291,945.3654005994656,930.1,15.265400599465579
8292,861.593026162947,925.5,-63.90697383705299
8293,791.8812236191396,908.5999999999999,-116.71877638086028
8294,720.7573233518408,916.3000000000003,-195.5426766481595
8295,690.5767610324355,895.0000000000006,-204.4232389675651
8296,692.4201600752777,880.0,-187.57983992472225
8297,740.1796082989267,879.1999999999998,-139.0203917010731
8298,810.0505767373304,901.0000000000002,-90.94942326266982
8299,847.7065196811134,897.8000000000001,-50.09348031888669
8300,887.945004862889,906.8999999999999,-18.954995137110814
8301,919.2235527792946,913.5000000000002,5.723552779294323
8302,956.7302032536488,932.1,24.6302032536488
8303,965.8800363227302,923.5000000000001,42.38003632273012
8304,981.1942340091908,926.4,54.79423400919086
8305,996.3526454979384,932.9000000000002,63.45264549793819
8306,1017.231362900916,944.9000000000004,72.33136290091556
8307,1046.9269645524903,968.8000000000002,78.12696455249011
8308,1059.692470946368,973.0000000000001,86.69247094636796
8309,1083.5177528116833,989.6999999999998,93.81775281168348
