hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
56,1080.2089463482073,1015.1,65.10894634820727
57,1075.8682916537064,1005.8999999999999,69.9682916537065
58,1074.0751812436863,1010.8999999999999,63.17518124368644
59,1044.7345420225129,984.5000000000002,60.23454202251264
60,982.6938546986846,975.8000000000003,6.893854698684322
61,889.9602717006585,934.6,-44.63972829934153
62,815.782854248176,911.8000000000002,-96.01714575182416
63,770.0554820769138,895.5000000000002,-125.44451792308644
64,761.5259561633925,891.6000000000001,-130.07404383660764
65,789.4154032401825,902.3000000000002,-112.88459675981767
66,843.710380983809,937.7,-93.989619016191
67,892.3251798320174,969.8000000000002,-77.47482016798278
68,932.2491931941348,992.7999999999998,-60.55080680586502
69,978.1529664233852,1023.1000000000001,-44.9470335766149
70,1016.5518386077008,1045.7999999999997,-29.248161392298925
71,1052.382436625185,1066.6000000000006,-14.217563374815654
72,1082.2347074175627,1080.9000000000005,1.3347074175621856
73,1108.169626183654,1093.7000000000005,14.469626183653418
74,1122.600903065422,1094.3000000000004,28.300903065421608
75,1125.4595046394938,1083.8000000000004,41.659504639493434
76,1142.7132422869497,1091.7000000000003,51.013242286949435
77,1150.5569526747431,1089.8000000000002,60.756952674742934
78,1153.8890899345004,1083.2000000000005,70.68908993449986
79,1140.2326880469063,1061.5000000000002,78.7326880469061
80,1112.6530174171423,1026.2999999999997,86.35301741714261
81,1087.6592026869112,996.1,91.55920268691114
82,1025.6619429986306,945.2000000000004,80.4619429986302
83,911.188071300966,859.8999999999995,51.28807130096652
84,787.3054840275454,792.0000000000001,-4.694515972454724
85,673.6541641587702,731.8999999999995,-58.245835841229336
86,601.9255935693805,707.0999999999996,-105.17440643061911
87,577.9474824095271,715.3,-137.35251759047287
88,576.9305837004482,709.4999999999998,-132.56941629955156
89,586.9246240094162,723.0999999999999,-136.1753759905837
90,611.1152939653117,730.3999999999995,-119.28470603468782
91,621.081363758294,727.4999999999995,-106.4186362417056
92,614.9358557840798,709.5999999999998,-94.66414421592003
93,645.1382732265811,732.5999999999996,-87.46172677341849
94,666.4879868356043,745.1999999999998,-78.71201316439556
95,681.8838851038026,753.5000000000003,-71.6161148961977
96,691.8188451784589,755.2000000000003,-63.38115482154137
97,698.358004709707,754.8000000000003,-56.441995290293335
98,711.2321650242798,760.6000000000001,-49.36783497572037
99,747.4628957995315,792.1,-44.63710420046857
100,772.1933815243405,811.8000000000001,-39.606618475659616
101,800.4859736407855,833.3000000000003,-32.814026359214836
102,819.7025501450837,846.2,-26.49744985491634
103,855.6637102218856,876.4999999999998,-20.83628977811418
104,873.5181911601836,887.3000000000002,-13.781808839816563
105,898.5553044824833,905.3000000000002,-6.744695517516902
106,895.6127311456171,902.7000000000002,-7.087268854383069
107,896.7675013532366,917.7000000000003,-20.932498646763634
108,896.3619329243317,926.2000000000002,-29.838067075668505
