hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
103,725.7290723416652,2107.3999999999996,-1381.6709276583344
104,3149.4977691349764,2604.3,545.1977691349762
105,3109.6764766369643,2659.7000000000035,449.9764766369608
106,3041.7294771502598,2651.700000000003,390.02947715025675
107,2985.589354385167,2696.6999999999994,288.88935438516774
108,2935.902787237938,2719.599999999998,216.3027872379398
109,2884.263433210632,2728.799999999998,155.46343321063387
110,2854.2573974413945,2793.399999999999,60.85739744139528
111,2869.69602909713,2939.499999999998,-69.80397090286806
112,2843.3661514204823,2924.800000000001,-81.43384857951878
113,2885.1252486021563,3057.7000000000016,-172.57475139784538
114,2942.48740480998,3189.7,-247.21259519001978
115,2954.9434150102657,3207.0999999999995,-252.1565849897338
116,2935.9024171806523,3148.3000000000015,-212.39758281934928
117,2973.2531945192586,3234.400000000001,-261.1468054807424
118,3029.2867447271024,3353.8,-324.5132552728978
119,3099.6517887885616,3495.3999999999983,-395.7482112114367
120,3125.47637512231,3514.299999999999,-388.82362487768887
121,859.3031261357595,3127.3999999999996,-2268.09687386424
122,1031.943817134129,3131.9,-2099.956182865871
123,1155.4869265127634,3052.800000000002,-1897.3130734872386
124,1291.4126145444657,3045.5000000000014,-1754.0873854555357
125,1357.3011428052282,2896.300000000002,-1538.9988571947738
