hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
184,598.006119558389,694.9,-96.89388044161103
185,577.3254733398807,687.1999999999999,-109.87452666011927
186,589.3280924678703,695.3999999999999,-106.07190753212956
187,614.9271691490036,712.3,-97.37283085099637
188,585.2830807617404,672.8000000000002,-87.51691923825979
189,564.1060986039244,648.7999999999998,-84.69390139607549
190,559.3032116758507,647.4,-88.09678832414932
191,529.1628103294321,617.3000000000001,-88.13718967056798
192,502.73875431837695,593.3000000000003,-90.56124568162335
193,0.0,388.20000000000005,-388.20000000000005
194,0.0,389.80000000000007,-389.80000000000007
195,0.0,411.9000000000001,-411.9000000000001
196,0.0,417.6999999999999,-417.6999999999999
197,0.0,393.6000000000001,-393.6000000000001
198,0.0,363.89999999999986,-363.89999999999986
199,0.3376479775478809,389.80000000000007,-389.4623520224522
200,1211.3481555250316,553.2,658.1481555250316
201,982.3532494071948,566.3999999999996,415.95324940719513
202,773.7587186925225,524.2,249.55871869252246
203,636.3187169261339,516.8,119.51871692613395
204,535.7220744628731,525.2,10.522074462873093
205,434.9849505869093,515.1999999999998,-80.21504941309053
206,327.2065120787302,471.8000000000001,-144.5934879212699
207,243.38797888670047,429.1999999999997,-185.81202111329924
208,208.35931097613656,417.6999999999999,-209.34068902386332
209,215.589560761941,423.4999999999997,-207.91043923805873
210,215.7696074281301,411.5000000000001,-195.73039257187003
211,227.5219967614954,415.79999999999995,-188.27800323850457
212,236.52715864864052,419.4999999999999,-182.97284135135936
213,235.3901271323197,413.0,-177.6098728676803
214,238.4994119456288,414.4,-175.90058805437118
215,231.8758480591343,405.2000000000001,-173.3241519408658
