HOY,HeatingDemand_sum,HeatingEnergy_sum,CoolingDemand_sum,CoolingEnergy_sum,IndoorAir_mean,OutsideTemp_mean,SolarGains_sum,COP_mean,HeatingDemand_kWh_h_sum,CoolingDemand_kWh_h_sum,HeatingDemand_Wh_m2h_sum,CoolingDemand_Wh_m2h_sum,Portfolio ID
35,3115358.862073116,3115358.862073116,0.0,0.0,20.0,-3.89,65246.65800052332,,3115.358862073116,0.0,42.09040033388929,-0.0,ALL_BUILDINGS
36,2952985.6686615697,2952985.6686615697,0.0,0.0,20.0,-2.92,703422.6984049017,,2952.98566866157,0.0,39.896639352646794,-0.0,ALL_BUILDINGS
37,2864337.208162912,2864337.208162912,0.0,0.0,20.0,-2.41,465153.1378976515,,2864.3372081629122,0.0,38.698944526283036,-0.0,ALL_BUILDINGS
38,2736506.9232212426,2736506.9232212426,0.0,0.0,20.0,-2.17,901610.3483269147,,2736.5069232212427,0.0,36.971879328917744,-0.0,ALL_BUILDINGS
39,2625652.8306255224,2625652.8306255224,0.0,0.0,20.0,-1.39,718503.6241341019,,2625.6528306255223,0.0,35.474172855096306,-0.0,ALL_BUILDINGS
40,2635272.01827978,2635272.01827978,0.0,0.0,20.0,-1.89,118173.2658404542,,2635.2720182797802,0.0,35.60413395337732,-0.0,ALL_BUILDINGS
41,2650166.348310516,2650166.348310516,0.0,0.0,20.0,-2.86,122849.01966693552,,2650.1663483105162,0.0,35.80536544594494,-0.0,ALL_BUILDINGS
42,2689614.717971524,2689614.717971524,0.0,0.0,20.0,-3.89,0.0,,2689.6147179715244,0.0,36.338337005582915,-0.0,ALL_BUILDINGS
43,2690675.189622671,2690675.189622671,0.0,0.0,20.0,-4.07,0.0,,2690.675189622671,0.0,36.35266462506936,-0.0,ALL_BUILDINGS
44,2688603.3102988177,2688603.3102988177,0.0,0.0,20.0,-4.15,0.0,,2688.6033102988176,0.0,36.3246722704016,-0.0,ALL_BUILDINGS
45,2698614.751008319,2698614.751008319,0.0,0.0,20.0,-4.46,0.0,,2698.614751008319,0.0,36.4599329469522,-0.0,ALL_BUILDINGS
46,2698314.536751603,2698314.536751603,0.0,0.0,20.0,-4.51,0.0,,2698.3145367516026,0.0,36.455876869045746,-0.0,ALL_BUILDINGS
47,2699492.9995850357,2699492.9995850357,0.0,0.0,20.0,-4.58,0.0,,2699.4929995850357,0.0,36.47179862144534,-0.0,ALL_BUILDINGS
48,2698359.7262917464,2698359.7262917464,0.0,0.0,20.0,-4.59,0.0,,2698.3597262917465,0.0,36.45648740732392,-0.0,ALL_BUILDINGS
49,388468.7783454178,388468.7783454178,0.0,0.0,16.00562682006276,-4.58,0.0,,388.46877834541783,0.0,5.248450378167635,-0.0,ALL_BUILDINGS
50,530472.0236323455,530472.0236323455,0.0,0.0,16.00379013388841,-4.52,0.0,,530.4720236323454,0.0,7.167000923211709,-0.0,ALL_BUILDINGS
